id,paragraph,theme
693,"Jiangsu Province Kun Opera is one of the best theatres for Kunqu, China's oldest stage art. It is considered a conservative and traditional troupe. Nanjing also has professional opera troupes for the Yang, Yue (shaoxing), Xi and Jing (Chinese opera varieties) as well as Suzhou pingtan, spoken theatre and puppet theatre.",Nanjing
694,"Jiangsu Art Gallery is the largest gallery in Jiangsu Province, presenting some of the best traditional and contemporary art pieces of China; many other smaller-scale galleries, such as Red Chamber Art Garden and Jinling Stone Gallery, also have their own special exhibitions.",Nanjing
695,"Many traditional festivals and customs were observed in the old times, which included climbing the City Wall on January 16, bathing in Qing Xi on March 3, hill hiking on September 9 and others (the dates are in Chinese lunar calendar). Almost none of them, however, are still celebrated by modern Nanjingese.",Nanjing
696,"Instead, Nanjing, as a popular tourist destination, hosts a series of government-organised events throughout the year. The annual International Plum Blossom Festival held in Plum Blossom Hill, the largest plum collection in China, attracts thousands of tourists both domestically and internationally. Other events include Nanjing Baima Peach Blossom and Kite Festival, Jiangxin Zhou Fruit Festival and Linggu Temple Sweet Osmanthus Festival.",Nanjing
697,"Nanjing Library, founded in 1907, houses more than 10 million volumes of printed materials and is the third largest library in China, after the National Library in Beijing and Shanghai Library. Other libraries, such as city-owned Jinling Library and various district libraries, also provide considerable amount of information to citizens. Nanjing University Library is the second largest university libraries in China after Peking University Library, and the fifth largest nationwide, especially in the number of precious collections.",Nanjing
698,"Nanjing has some of the oldest and finest museums in China. Nanjing Museum, formerly known as National Central Museum during ROC period, is the first modern museum and remains as one of the leading museums in China having 400,000 items in its permanent collection,. The museum is notable for enormous collections of Ming and Qing imperial porcelain, which is among the largest in the world. Other museums include the City Museum of Nanjing in the Chaotian Palace, the Oriental Metropolitan Museum, the China Modern History Museum in the Presidential Palace, the Nanjing Massacre Memorial Hall, the Taiping Kingdom History Museum, Jiangning Imperial Silk Manufacturing Museum, Nanjing Yunjin Museum, Nanjing City Wall Cultural Museum, Nanjing Customs Museum in Ganxi House, Nanjing Astronomical History Museum, Nanjing Paleontological Museum, Nanjing Geological Museum, Nanjing Riverstones Museum, and other museums and memorials such Zheng He Memorial, Jinling Four Modern Calligraphers Memorial.",Nanjing
699,"Most of Nanjing's major theatres are multi-purpose, used as convention halls, cinemas, musical halls and theatres on different occasions. The major theatres include the People's Convention Hall and the Nanjing Arts and Culture Center. The Capital Theatre well known in the past is now a museum in theatre/film.",Nanjing
700,"Traditionally Nanjing's nightlife was mostly centered around Nanjing Fuzimiao (Confucius Temple) area along the Qinhuai River, where night markets, restaurants and pubs thrived. Boating at night in the river was a main attraction of the city. Thus, one can see the statues of the famous teachers and educators of the past not too far from those of the courtesans who educated the young men in the other arts.",Nanjing
701,"In the past 20 years, several commercial streets have been developed, hence the nightlife has become more diverse: there are shopping malls opening late in the Xinjiekou CBD and Hunan Road. The well-established ""Nanjing 1912"" district hosts a wide variety of recreational facilities ranging from traditional restaurants and western pubs to dance clubs. There are two major areas where bars are densely located; one is in 1912 block; the other is along Shanghai road and its neighbourhood. Both are popular with international residents of the city.",Nanjing
702,"The radish is also a typical food representing people of Nanjing, which has been spread through word of mouth as an interesting fact for many years in China. According to Nanjing.GOV.cn, ""There is a long history of growing radish in Nanjing especially the southern suburb. In the spring, the radish tastes very juicy and sweet. It is well-known that people in Nanjing like eating radish. And the people are even addressed as 'Nanjing big radish', which means they are unsophisticated, passionate and conservative. From health perspective, eating radish can help to offset the stodgy food that people take during the Spring Festival"".",Nanjing
703,"As a major Chinese city, Nanjing is home to many professional sports teams. Jiangsu Sainty, the football club currently staying in Chinese Super League, is a long-term tenant of Nanjing Olympic Sports Center. Jiangsu Nangang Basketball Club is a competitive team which has long been one of the major clubs fighting for the title in China top level league, CBA. Jiangsu Volleyball men and women teams are also traditionally considered as at top level in China volleyball league.",Nanjing
704,"There are two major sports centers in Nanjing, Wutaishan Sports Center and Nanjing Olympic Sports Center. Both of these two are comprehensive sports centers, including stadium, gymnasium, natatorium, tennis court, etc. Wutaishan Sports Center was established in 1952 and it was one of the oldest and most advanced stadiums in early time of People's Republic of China.",Nanjing
705,"In 2005, in order to host The 10th National Game of People's Republic of China, there was a new stadium, Nanjing Olympic Sports Center, constructed in Nanjing. Compared to Wutaishan Sports Center, which the major stadium's capacity is 18,500, Nanjing Olympic Sports Center has a more advanced stadium which is big enough to seat 60,000 spectators. Its gymnasium has capacity of 13,000, and natatorium of capacity 3,000.",Nanjing
706,"On 10 February 2010, the 122nd IOC session at Vancouver announced Nanjing as the host city for the 2nd Summer Youth Olympic Games. The slogan of the 2014 Youth Olympic Games was “Share the Games, Share our Dreams”. The Nanjing 2014 Youth Olympic Games featured all 28 sports on the Olympic programme and were held from 16 to 28 August. The Nanjing Youth Olympic Games Organising Committee (NYOGOC) worked together with the International Olympic Committee (IOC) to attract the best young athletes from around the world to compete at the highest level. Off the competition fields, an integrated culture and education programme focused on discussions about education, Olympic values, social challenges, and cultural diversity. The YOG aims to spread the Olympic spirit and encourage sports participation.",Nanjing
